Datetime,Open,High,Low,Close,Adj Close,Volume
2023-10-09 11:15:00,941.25,941.9000244140625,941.0,941.5999755859375,941.5999755859375,83899
2023-10-09 11:30:00,941.5999755859375,941.8499755859375,941.0499877929688,941.5499877929688,941.5499877929688,95968
2023-10-09 11:45:00,941.5,942.0,941.2000122070312,941.5,941.5,278274
2023-10-09 12:00:00,941.5499877929688,941.7999877929688,941.0,941.75,941.75,94504
2023-10-09 12:15:00,941.75,941.7999877929688,940.0499877929688,940.0999755859375,940.0999755859375,160668
2023-10-09 12:30:00,940.0999755859375,940.5499877929688,937.75,938.3499755859375,938.3499755859375,404316
2023-10-09 12:45:00,938.1500244140625,939.2999877929688,936.4500122070312,936.7999877929688,936.7999877929688,304994
2023-10-09 13:00:00,936.5,940.0499877929688,936.2999877929688,937.5999755859375,937.5999755859375,186144
2023-10-09 13:15:00,937.5,938.9000244140625,937.4000244140625,938.4000244140625,938.4000244140625,149047
2023-10-09 13:30:00,938.4500122070312,939.3499755859375,938.0,939.0499877929688,939.0499877929688,115268
2023-10-09 13:45:00,939.0499877929688,939.5,938.0499877929688,939.0499877929688,939.0499877929688,112563
2023-10-09 14:00:00,939.0,939.9000244140625,938.2999877929688,939.2999877929688,939.2999877929688,136340
2023-10-10 11:15:00,945.7000122070312,945.7999877929688,944.9500122070312,945.7000122070312,945.7000122070312,100809
2023-10-10 11:30:00,945.5999755859375,946.7000122070312,945.5,946.0999755859375,946.0999755859375,161951
2023-10-10 11:45:00,946.0999755859375,946.25,945.3499755859375,946.1500244140625,946.1500244140625,118272
2023-10-10 12:00:00,946.1500244140625,951.6500244140625,945.9500122070312,951.4500122070312,951.4500122070312,1880043
2023-10-10 12:15:00,951.3499755859375,953.4000244140625,950.5,952.75,952.75,561074
2023-10-10 12:30:00,952.7999877929688,955.2999877929688,952.5,954.9000244140625,954.9000244140625,521407
2023-10-10 12:45:00,954.9000244140625,955.4500122070312,953.75,954.2000122070312,954.2000122070312,334041
2023-10-10 13:00:00,954.2000122070312,955.6500244140625,953.9000244140625,954.7000122070312,954.7000122070312,231578
2023-10-10 13:15:00,954.6500244140625,956.9000244140625,954.0499877929688,956.4000244140625,956.4000244140625,424944
2023-10-10 13:30:00,956.1500244140625,957.5,956.0,956.8499755859375,956.8499755859375,353794
2023-10-10 13:45:00,956.5499877929688,956.9000244140625,955.0,955.4500122070312,955.4500122070312,320043
2023-10-10 14:00:00,955.5499877929688,955.5499877929688,954.0,954.4500122070312,954.4500122070312,360617
2023-10-11 11:15:00,951.9000244140625,953.3499755859375,951.2999877929688,952.5999755859375,952.5999755859375,122561
2023-10-11 11:30:00,952.5499877929688,953.5499877929688,952.2999877929688,953.0,953.0,351183
2023-10-11 11:45:00,953.0,953.5,951.75,952.25,952.25,302924
2023-10-11 12:00:00,951.9000244140625,952.5,951.2000122070312,951.5,951.5,145965
2023-10-11 12:15:00,951.5,952.9000244140625,950.75,952.0,952.0,269222
2023-10-11 12:30:00,952.0,952.9500122070312,951.7000122070312,952.4000244140625,952.4000244140625,263946
2023-10-11 12:45:00,952.5999755859375,953.0999755859375,951.9000244140625,952.0999755859375,952.0999755859375,280512
2023-10-11 13:00:00,952.3499755859375,954.7000122070312,952.0999755859375,954.5999755859375,954.5999755859375,242751
2023-10-11 13:15:00,954.5,954.9000244140625,953.5999755859375,954.0,954.0,233508
2023-10-11 13:30:00,954.2000122070312,954.4000244140625,953.1500244140625,953.25,953.25,428931
2023-10-11 13:45:00,953.5999755859375,955.0999755859375,952.5,952.9000244140625,952.9000244140625,645944
2023-10-11 14:00:00,952.8499755859375,954.5,952.0,954.4000244140625,954.4000244140625,405302
2023-10-12 11:15:00,956.5,956.5999755859375,954.9000244140625,955.25,955.25,169920
2023-10-12 11:30:00,955.25,955.4000244140625,954.0999755859375,955.0,955.0,184121
2023-10-12 11:45:00,954.8499755859375,955.0,953.7000122070312,954.4000244140625,954.4000244140625,101055
2023-10-12 12:00:00,954.25,954.5,953.4000244140625,954.0,954.0,185250
2023-10-12 12:15:00,953.9000244140625,954.9500122070312,953.0,953.3499755859375,953.3499755859375,244790
2023-10-12 12:30:00,953.2999877929688,953.4500122070312,952.4500122070312,952.75,952.75,131153
2023-10-12 12:45:00,952.7000122070312,953.0,952.25,952.75,952.75,126034
2023-10-12 13:00:00,952.5999755859375,953.0,951.5999755859375,952.5,952.5,148731
2023-10-12 13:15:00,952.5,953.25,952.25,953.0,953.0,176065
